"name","party","storkreds","lokalkreds","age","is.male","title","location","elected","votes.pers","votes.all","valgt.nr","stedfor.nr","opstillet.i.kreds.nr","nomineret.i.kreds.nr","ran.last.election","UDDANNELSE__Efter.folkeskolereformen.får.eleverne.for.lange.skoledage","FOREBYGGELSE__Afgiften.på.cigaretter.skal.sættes.op","SUNDHED__Et.besøg.hos.den.praktiserende.læge.skal.koste.eksempelvis.100.kr.","VELFÆRD__Mere.af.ældreplejen.skal.udliciteres.til.private.virksomheder","ARBEJDSMARKED__Man.skal.hurtigere.kunne.genoptjene.retten.til.dagpenge","ARBEJDSMARKED__Virksomheder.skal.kunne.drages.til.ansvar.for..om.deres.udenlandske.underleverandører.i.Danmark.overholder.danske.regler.om.løn..moms.og.skat","ØKONOMI__Vækst.i.den.offentlige.sektor.er.vigtigere.end.skattelettelser","TRAFIK__Investeringer.i.kollektiv.trafik.skal.prioriteres.højere.end.investeringer.til.fordel.for.privatbilisme","RET__Straffen.for.grov.vold.og.voldtægt.skal.skærpes","INTEGRATION__Offentlige.institutioner.i.Danmark.tager.for.mange.hensyn.til.religiøse.minoriteter","EU__EU.bestemmer.for.meget.i.forhold.til.dansk.lov","UDVIKLING__Ulandsbistanden.skal.sænkes","KULTUR__Den.offentlige.kulturstøtte.skal.sænkes"
"Sara Sejergård","k","Københavns Omegns "," Albertslund",39,FALSE," Lærer "," 2620 Albertslund",FALSE,187,352,"","7","Alle","5",FALSE,"Helt enig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig"
"Pia Kjærsgård","o","Københavns Omegns "," Ballerup",68,FALSE," Medlem af Præsidiet, 2. næstformand "," 2820 Gentofte",TRUE,26583,50397,"1K","","Alle","8",FALSE,"Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig"
"Karl-Erik Høholt Jensen","v","Københavns Omegns "," Hvidovre",58,TRUE," Account Manager "," 2650 Hvidovre",FALSE,649,1707,"","4","Alle","5",TRUE,"Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig"
"Morten Løkkegård","v","Københavns Omegns "," Ballerup",50,TRUE," Selvstændig "," 2920 Charlottenlund",TRUE,4676,11409,"2K","","Alle","8",TRUE,"Delvist uenig","Delvist uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt uenig","Delvist enig","Helt uenig"
"Tina Nedergård","v","Københavns Omegns "," Taastrup",46,FALSE," Fhv. minister "," 9800 Hjørring",FALSE,1287,3299,"","3","Alle","7",FALSE,"Delvist enig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Jeanne Guldbrand Toxværd","oe","Københavns Omegns "," Gentofte",55,FALSE," Specialpædagogisk konsulent "," 2920 Charlottenlund",FALSE,547,2233,"","2","1.","3 ",FALSE,"Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Delvist uenig","Delvist uenig"
"Søren Søndergård","oe","Københavns Omegns "," Gladsaxe",60,TRUE," Arbejdsløs "," 2860 Søborg",TRUE,3038,5632,"1K","","3.","1 ",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Kristian Hegård","b","Nordsjællands "," Fredensborg",24,TRUE," Stud.jur. "," 3050 Humlebæk",FALSE,968,1560,"","2","Alle","2",TRUE,"Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig"
"Martin Lidegård","b","Nordsjællands "," Rudersdal",48,TRUE," Udenrigsminister "," Ukendt",TRUE,7671,12477,"1T","","Alle","6",TRUE,"Helt uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig"
"Mette Abildgård","c","Nordsjællands "," Egedal, Frederikssund, Rudersdal",27,FALSE," PR- og kommunikationsmedarbejder "," 2300 København S",TRUE,3206,6071,"1T","","Alle","4 5 6",FALSE,"Helt enig","Delvist uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Delvist enig"
"Trine Schøning Torp","f","Nordsjællands "," Frederikssund, Egedal, Fredensborg",45,FALSE," Psykolog, lektor "," 3300 Frederiksværk",TRUE,2494,5927,"1T","","Alle","2 4 5",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Tommy Højegård","i","Nordsjællands "," Storkredskandidat",52,TRUE," Ukendt "," 3660 Stenløse",FALSE,116,179,"","8","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Jan-Erik Messmann","o","Nordsjællands "," Rudersdal",66,TRUE," Kaptajn "," 3460 Birkerød",TRUE,1888,8725,"1T","","Alle","6",TRUE,"Delvist uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig"
"Søren Hyldgård","v","Nordsjællands "," Helsingør",44,TRUE," Konsulent "," 3460 Birkerød",FALSE,1396,2776,"","3","Alle","1",TRUE,"Delvist uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist enig","Helt enig","Helt uenig"
"Margit Kjeldgård","oe","Nordsjællands "," Helsingør",60,FALSE," Selvstændig "," 3000 Helsingør",FALSE,466,2938,"","4","1.","5 ",FALSE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Lasse Elmin Danielsen","aa","Nordsjællands "," Ukendt",53,TRUE," datanom "," 3000 Helsingør",FALSE,238,1094,"","3","Alle","",TRUE,"Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig"
"Lars Bentzon Goldschmidt","a","Bornholms "," Aakirkeby",60,TRUE," Kemiingeniør "," 3770 Allinge",FALSE,264,374,"","2","Alle","",TRUE,"Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig"
"Ianto Tryfan Davies Gerdes","c","Bornholms "," Aakirkeby",33,TRUE," Oversergent "," 3751 Østermarie",FALSE,35,58,"","2","Alle","",TRUE,"Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig"
"Bjarne Hartung Kirkegård","k","Bornholms "," Aakirkeby",61,TRUE," Journalist "," 3770 Allinge",FALSE,235,386,"","","Alle","2",FALSE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Kåre Dybvad","a","Sjællands "," Holbæk",31,TRUE," Projektchef ","  København K",TRUE,4121,7774,"7K","","Alle","9",FALSE,"Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Henriette Bødevadt","b","Sjællands "," Lolland, Guldborgsund",47,FALSE," Nattevagt "," 4895 Errindlev",FALSE,302,584,"","5","Alle","1 2",TRUE,"Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig"
"Marie Louise L. M. Friderichsen","c","Sjællands "," Lolland, Næstved",46,FALSE," Selvstændig "," 4900 Nakskov",FALSE,1405,1969,"","2","Alle","1 4",TRUE,"Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig"
"Anette Brix Andreasen","c","Sjællands "," Vordingborg",52,FALSE," Politiassistent "," 4684 Holmegaard",FALSE,586,951,"","4","Alle","3",TRUE,"Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig"
"Mikkel Lundemann","c","Sjællands "," Faxe",26,TRUE," Studerende "," 4660 Store Heddinge",FALSE,447,688,"","6","Alle","5",FALSE,"Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig"
"Christian Wedell-Neergård","c","Sjællands "," Køge, Roskilde",59,TRUE," Godsejer "," 4140 Borup",FALSE,934,1539,"","3","Alle","6 8",FALSE,"Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Helt uenig"
"Tina Boel","f","Sjællands "," Roskilde",55,FALSE," Centerleder "," 4000 Roskilde",FALSE,1293,3009,"","1","Alle","8",TRUE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Michael Gråkjær","f","Sjællands "," Faxe",55,TRUE," Procesoperatør "," 4600 Køge",FALSE,171,423,"","10","Alle","5",FALSE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Bente Juul Röttig","f","Sjællands "," Holbæk",65,FALSE," Socialrådgiver "," 4340 Tølløse",FALSE,231,684,"","9","Alle","9",TRUE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Knud Erik Damgård","i","Sjællands "," Storkredskandidat",58,TRUE," Salgskonsulent "," 4000 Roskilde",FALSE,293,1507,"","7","Alle","",TRUE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist enig"
"Frederik Damgård","i","Sjællands "," Storkredskandidat",52,TRUE," Projektleder "," 2690 Karlslunde",FALSE,326,710,"","3","Alle","6",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Kisser Franciska Lehnert","i","Sjællands "," Storkredskandidat",49,FALSE," Mentor "," 4100 Ringsted",FALSE,659,2724,"","3","Alle","",FALSE,"Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Thomas Lunden","i","Sjællands "," Storkredskandidat",48,TRUE," Selvstændig "," 4571 Grevinge",FALSE,146,611,"","8","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Mette Guldager Andersen","k","Sjællands "," Slagelse",72,FALSE," Turistfører "," 4200 Slagelse",FALSE,125,438,"","","Alle","12",FALSE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Henning Østergård-Christensen","k","Sjællands "," Guldborgsund",66,TRUE," Ingeniørassistent "," 4800 Nykøbing F",FALSE,86,202,"","2","Alle","",FALSE,"Helt enig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Delvist enig"
"Karin Nødgård","o","Sjællands "," Slagelse",49,FALSE," Lærer "," 4174 Jystrup Midtsjælland",TRUE,4298,12542,"4K","","Alle","12",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt uenig"
"Bertel Hårder","v","Sjællands "," Greve",71,TRUE," Fhv. minister, medlem af Præsidiet, 1. næstformand "," 2100 København Ø",TRUE,5222,7902,"4K","","Alle","7",FALSE,"Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig"
"Flemming Damgård Larsen","v","Sjællands "," Roskilde",64,TRUE," Advokat "," 4070 Kirke Hyllinge",FALSE,2133,3260,"","4","Alle","8",FALSE,"Helt uenig","Delvist enig","Helt uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt uenig"
"Finn Klarskov Sommer Jensen","oe","Sjællands "," Faxe",72,TRUE," Pens. faglærer "," 4640 Valby",FALSE,209,694,"","8","Alle","",TRUE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Frede Skåning","a","Fyns "," Svendborg",50,TRUE," togfører "," 5220 Odense SØ",FALSE,1516,3405,"","2","Alle","7",TRUE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Abir Al-kalemji","b","Fyns "," Odense Øst, Nyborg",41,FALSE," Læge ","  Odense C",FALSE,774,2085,"","2","Alle","1 6",TRUE,"Helt uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig"
"Vagn Allan Hansen","f","Fyns "," Faaborg",56,TRUE," socialpædagog "," 5792 Årslev",FALSE,217,396,"","6","Alle","8",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Jes Victor Noldus Christiansen","i","Fyns "," Storkredskandidat",45,TRUE," civiløkonom "," 5700 Svendborg",FALSE,204,598,"","3","Alle","7",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Mads Nørgård","i","Fyns "," Storkredskandidat",28,TRUE," Funktionær ","  Odense C",FALSE,105,299,"","6","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Kim Brandt Laursen","k","Fyns "," Odense Vest, Fåborg",58,TRUE," Chefkonsulent "," 5210 Odense NV",FALSE,30,98,"","","Alle","3",TRUE,"Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Jens Henrik Thulesen Dahl","o","Fyns "," Assens",54,TRUE," Arbejdsmiljøkonsulent "," 5610 Assens",TRUE,9923,26573,"1K","","Alle","4",FALSE,"Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig"
"Lars Christian Lilleholt","v","Fyns "," Middelfart",50,TRUE," Journalist "," 5230 Odense M",TRUE,8161,15705,"2K","","Alle","5",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist uenig","Helt enig","Delvist enig"
"Ole Filstrup Pedersen","v","Fyns "," Faaborg",52,TRUE," Lærer "," 5600 Faaborg",FALSE,1534,2623,"","4","Alle","8",TRUE,"Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig"
"Torsten Ringgård","oe","Fyns "," Odense Syd",39,TRUE," Driftschef "," 5250 Odense SV",FALSE,137,1952,"","3","3.","5 ",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Karen Johanne Klint","a","Sydjyllands "," Vejle syd",68,FALSE," Institutionsleder "," 7120 Vejle Øst",TRUE,6050,12340,"3K","","Alle","9",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig"
"Frank Mosegård","a","Sydjyllands "," Ukendt",43,TRUE," Vinduesoperatør "," 7323 Give",FALSE,354,706,"","6","Alle","8",TRUE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Ole Lynggård Jørgensen","b","Sydjyllands "," Vejle nord",60,TRUE," Handelsskolelærer "," 7100 Vejle",FALSE,275,608,"","4","Alle","2 8",TRUE,"Hverken enig eller uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Tine Roos Nørgård","c","Sydjyllands "," Aabenraa",35,FALSE," Afdelingsleder "," 6000 Kolding",FALSE,490,835,"","2","Alle","",TRUE,"Delvist enig","Helt uenig","Helt uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist uenig","Delvist enig","Helt uenig"
"Dennis Påske","i","Sydjyllands "," Storkredskandidat",34,TRUE," Coach "," 6000 Kolding",FALSE,277,600,"","4","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Frank Nørgård Dam","o","Sydjyllands "," Kolding nord",65,TRUE," Virk.konsulent "," 6000 Kolding",FALSE,332,539,"","7","Alle","11",TRUE,"Helt uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Helt enig","Helt uenig","Helt uenig"
"Jens Bundgård Nielsen","oe","Sydjyllands "," Aabenraa",66,TRUE," Konsulent "," 6200 Aabenraa",FALSE,221,1413,"","2","2.","3 ",TRUE,"Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Charlotte Nørgård","oe","Sydjyllands "," Vejen",49,FALSE," Førtidspensionist "," 7200 Grindsted",FALSE,919,2052,"","3","7.","4 ",TRUE,"Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Mathias Dahl Christiansen","oe","Sydjyllands "," Haderslev",35,TRUE," Lærer "," 6100 Haderslev",FALSE,267,637,"","4","Alle","6",TRUE,"Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Casper Karup Hedegård","b","Østjyllands "," Randers nord",27,TRUE," Studerende "," 2300 København S",FALSE,178,427,"","1","Alle","",TRUE,"Delvist enig","Helt enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Morten Østergård","b","Østjyllands "," Århus øst",39,TRUE," Økonomi- og indenrigsminister "," 2300 København S",TRUE,8006,14534,"1K","","Alle","4",FALSE,"Helt uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig"
"Bjarne Lundgård","c","Østjyllands "," Favrskov",68,TRUE," Arkitekt "," 8230 Åbyhøj",FALSE,296,566,"","4","Alle","8",TRUE,"Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig"
"Ann Søndergård Pedersen","f","Østjyllands "," Randers syd",50,FALSE," Faglig sekretær "," 8920 Randers NV",FALSE,223,448,"","8","Alle","5 11",FALSE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Delvist enig","Helt uenig","Hverken enig eller uenig"
