Navn,Stemmer,Uddannelse,Forebyggelse,Sundhed,Velfærd,Arbejdsmarked_1,Arbejdsmarked_2,Økonomi,Trafik,Ret,Social,Integration,EU,Udvikling,Miljø,Kultur,Parti,Storkreds,Lokalkreds,Alder,Titel,Bopæl,Køn,Valgt_ved_sidste_valg
Alex Uhrskov Rosenbæk,827,Helt enig,Delvist uenig,Delvist uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Helt uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,dansk folkeparti,Vestjyllands , Ikast, Ukendt, Kørelærer , 7570 Vemb, Mand , Nej 
Thomas Danielsen,8922,Helt uenig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Helt uenig,Delvist uenig,Delvist enig,venstre,Vestjyllands , Struer, 32, Bankrådgiver , 7500 Holstebro, Mand , Ja 
Marianne Bredal,2013,Delvist uenig,Delvist uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist uenig,Delvist enig,Helt enig,Delvist uenig,Delvist uenig,venstre,Vestjyllands , Holstebro, 30, Butiksindehaver , 7600 Struer, Kvinde , Ja 
Nicolaj Dupont-Mersing,503,Delvist enig,Delvist uenig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,venstre,Vestjyllands , Herning syd, Ukendt, Partner , 7400 Herning, Mand , Nej 
Bent Jensen,242,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt enig,Delvist uenig,Delvist enig,Helt uenig,Delvist uenig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Helt enig,Delvist uenig,Delvist enig,venstre,Vestjyllands , Silkeborg Syd, Ukendt, Landmand , 8653 Them, Mand , Nej 
Kristian Jensen,14028,Helt uenig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Delvist uenig,Helt enig,Hverken enig eller uenig,Helt uenig,venstre,Vestjyllands , Herning nord, 44, Fhv. minister , 7400 Herning, Mand , Ja 
Carsten Kissmeyer,4567,Helt uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Delvist uenig,venstre,Vestjyllands , Ikast, Ukendt, Borgmester , 7430 Ikast, Mand , Nej 
Esben Lunde Larsen,10834,Helt uenig,Delvist uenig,Delvist uenig,Delvist enig,Delvist uenig,Helt uenig,Helt uenig,Delvist uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Helt enig,Delvist uenig,Delvist uenig,venstre,Vestjyllands , Ringkøbing, 37," Cand.theol, ph.d. ", 6960 Hvide Sande, Mand , Ja 
Kristian Pihl Lorentzen,7768,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Delvist uenig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Helt enig,venstre,Vestjyllands , Viborg Øst, 54, Major , 8643 Ans By, Mand , Ja 
Mads Rørvig,5905,Helt uenig,Helt uenig,Delvist uenig,Delvist enig,Delvist uenig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Delvist uenig,venstre,Vestjyllands , Silkeborg Nord, 30, Cand.merc. ,  København K, Mand , Ja 
Inger Støjberg,16356,Helt uenig,Delvist uenig,Delvist uenig,Delvist enig,Delvist enig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Delvist uenig,venstre,Vestjyllands , Skive, 42, Fhv. minister , 9560 Hadsund, Kvinde , Ja 
Frede Sørensen,116,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands , Struer, Ukendt, Kirketjener , 7560 Hjerm, Mand , Nej 
Jakob Sølvhøj,753,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands ," Silkeborg Syd, Viborg Vest", Ukendt, Sektorformand , 2730 Herlev, Mand , Nej 
Malte Bang,486,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Vestjyllands ," Silkeborg Nord, Viborg Øst", 25, Studerende ,  Aarhus C, Mand , Ja 
Lea Kielsholm,849,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Vestjyllands ," Skive, Herning syd", 21, Studerende , 7330 Brande, Kvinde , Nej 
Heidi Steenberg Rud,409,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Vestjyllands , Holstebro, Ukendt, Socialrådg.stud. , 7830 Vinderup, Kvinde , Ja 
Torben Anton Hansen,120,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands , Ikast, 58, Psykolog , 8766 Nørre Snede, Mand , Ja 
Jørn Vedel Eriksen,189,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands ," Herning nord, Struer", 64, Pensionist , 7400 Herning, Mand , Nej 
Johnny Zår,143,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt uenig,Helt uenig,Delvist enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands , Ringkøbing, Ukendt, Datamatiker , 6893 Hemmet, Mand , Nej 
Esben Gade Andersen,245,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Vestjyllands , Skive, Ukendt, Studerende , 8240 Risskov, Mand , Nej 
Sascha Qvortrup,833,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Delvist uenig,alternativet,Vestjyllands , Ukendt, Ukendt, Friskoleleder , Ukendt, Kvinde , Nej 
René Gade,1112,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Helt enig,Hverken enig eller uenig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Helt uenig,alternativet,Vestjyllands , Ukendt, Ukendt, Kontaktchef , 8600 Silkeborg, Mand , Nej 
Jørn Trabjerg Pedersen,384,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Helt uenig,Delvist uenig,Delvist enig,Helt uenig,Helt enig,Helt uenig,alternativet,Vestjyllands , Ukendt, Ukendt, Lærer , 7400 Herning, Mand , Nej 
Peter Duetoft,3149,Delvist uenig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Delvist enig,Helt uenig,socialdemokraterne,Nordjyllands , Hjørring, 65, konsulent , 9870 Sindal, Mand , Nej 
Ane Halsboe-Jørgensen,8285,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Delvist uenig,Delvist enig,Helt uenig,Delvist uenig,Delvist enig,socialdemokraterne,Nordjyllands , Brønderslev, 32, Konsulent , 2300 København S, Kvinde , Ja 
Orla Hav,13046,Delvist uenig,Delvist enig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist uenig,Helt uenig,Delvist enig,Helt uenig,socialdemokraterne,Nordjyllands , Aalborg nord, 63, Lærer , 9400 Nørresundby, Mand , Ja 
Per Husted,3934,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,socialdemokraterne,Nordjyllands , Mariagerfjord, 49, Lektor , 9560 Hadsund, Mand , Ja 
Simon Kollerup,10874,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Nordjyllands , Thisted, 29, Konsulent , 7741 Frøstrup, Mand , Ja 
Flemming Møller Mortensen,7897,Helt uenig,Delvist enig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Helt uenig,socialdemokraterne,Nordjyllands , Himmerland, 52," Sygeplejerske, salgschef ", 9520 Skørping, Mand , Ja 
Rasmus Prehn,5875,Delvist uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Delvist enig,Delvist enig,Helt uenig,Delvist enig,Helt uenig,socialdemokraterne,Nordjyllands , Aalborg vest, 42, Cand.scient.soc. , 9000 Aalborg, Mand , Ja 
Morten Ryom,2246,Delvist uenig,Delvist enig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Nordjyllands , Aalborg øst, 23, Smed , 9000 Aalborg, Mand , Nej 
Kasper Bagnkop,535,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Delvist uenig,Delvist enig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist uenig,Delvist uenig,Helt uenig,Delvist enig,Hverken enig eller uenig,radikale venstre,Nordjyllands , Frederikshavn, Ukendt, Lærer , 9900 Frederikshavn, Mand , Nej 
Daniel Nyboe Andersen,736,Delvist uenig,Helt enig,Helt uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist uenig,Helt enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist enig,Helt uenig,radikale venstre,Nordjyllands , Aalborg øst, 38, Selvstændig , 9220 Aalborg Øst, Mand , Ja 
Jesper Hansen,194,Delvist uenig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt uenig,Delvist uenig,Helt uenig,Delvist enig,Helt uenig,radikale venstre,Nordjyllands , Brønderslev, Ukendt, cand.scient. , 9493 Saltum, Mand , Nej 
Thomas Haslund Høj,253,Delvist enig,Delvist enig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt uenig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Delvist uenig,radikale venstre,Nordjyllands , Mariagerfjord, Ukendt, Lærer , 9550 Mariager, Mand , Nej 
Marianne Jelved,2171,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Delvist enig,Helt uenig,radikale venstre,Nordjyllands , Hjørring, 72, Kulturminister og kirkeminister , 2800 Kgs. Lyngby, Kvinde , Ja 
Kjeld Lundager Jørgensen,320,Delvist uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist uenig,radikale venstre,Nordjyllands , Himmerland, 54, Agronom , 9240 Nibe, Mand , Ja 
Helle Sommer Kjærgård,213,Delvist uenig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,radikale venstre,Nordjyllands , Thisted, Ukendt, cand.theol. , 7755 Bedsted Thy, Kvinde , Nej 
Louise Lundbeck Krog,640,Helt uenig,Delvist enig,Delvist uenig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,Helt uenig,Delvist enig,Delvist enig,radikale venstre,Nordjyllands , Aalborg vest, Ukendt, Byplanlægger , 9000 Aalborg, Kvinde , Nej 
Giajenthiran Velmurugan,479,Helt uenig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Hverken enig eller uenig,Helt enig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,radikale venstre,Nordjyllands , Aalborg nord, Ukendt, Undervisningsass. , 9000 Aalborg, Mand , Nej 
Daniel Rugholm,4009,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Helt uenig,det konservative folkeparti,Nordjyllands , Hjørring, 33, Viceborgmester , 9800 Hjørring, Mand , Ja 
Henrik Dalgård Christensen,717,Delvist enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt enig,Helt uenig,Delvist uenig,det konservative folkeparti,Nordjyllands , Himmerland, Ukendt, Selvstændig , 9600 Aars, Mand , Nej 
Torben Overgård,409,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Helt enig,Helt uenig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Delvist uenig,det konservative folkeparti,Nordjyllands , Thisted, Ukendt, Studerende , 7752 Snedsted, Mand , Nej 
Line Vanggård Heden Pedersen,776,Helt enig,Helt uenig,Delvist enig,Delvist enig,Helt uenig,Delvist uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Helt enig,Delvist uenig,Delvist uenig,Helt uenig,Delvist enig,det konservative folkeparti,Nordjyllands , Brønderslev, 27, Landmand , 9740 Jerslev, Kvinde , Nej 
Morten Thiessen,519,Helt enig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Delvist enig,det konservative folkeparti,Nordjyllands ," Aalborg øst, Aalborg vest, Aalborg nord", Ukendt, Direktør , 9000 Aalborg, Mand , Nej 
Paul Rode Andersen,405,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,socialistisk folkeparti,Nordjyllands , Frederikshavn, Ukendt, Lektor , 9900 Frederikshavn, Mand , Nej 
Anders Tendal Christiansen,139,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt uenig,Delvist uenig,Delvist enig,Helt uenig,Helt enig,Delvist uenig,socialistisk folkeparti,Nordjyllands , Brønderslev, Ukendt, Fuldmægtig , 9440 Aabybro, Mand , Nej 
Thomas Klimek,1217,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,socialistisk folkeparti,Nordjyllands , Himmerland, Ukendt, Underviser , 9800 Hjørring, Mand , Nej 
Thomas Krog,1126,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Hverken enig eller uenig,socialistisk folkeparti,Nordjyllands , Aalborg nord, 44, Konsulent , 9700 Brønderslev, Mand , Nej 
Peder Larsen,267,Delvist enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist enig,Delvist uenig,Delvist enig,Helt uenig,socialistisk folkeparti,Nordjyllands , Mariagerfjord, Ukendt, Lærer , 9550 Mariager, Mand , Nej 
Thorkil Olesen,167,Helt uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Helt uenig,socialistisk folkeparti,Nordjyllands , Thisted, 50, Miljøchef , 7730 Hanstholm, Mand , Ja 
Jacob Klivager Vestergård,215,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist enig,Helt uenig,Helt enig,Delvist uenig,socialistisk folkeparti,Nordjyllands , Aalborg vest, Ukendt, Studerende , 9000 Aalborg, Mand , Nej 
Thyra Frank,2768,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Nordjyllands , Storkredskandidat, 63, Sygeplejerske , 1812 Frederiksberg C, Kvinde , Ja 
Christina Egelund,3076,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Nordjyllands , Storkredskandidat, Ukendt, Selvstændig , 9000 Aalborg, Kvinde , Nej 
Klaus Hjulmand,397,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Nordjyllands , Ukendt, Ukendt," Sælger, konsulent ", 9900 Frederikshavn, Mand , Nej 
Henrik Viholm,228,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Delvist enig,liberal alliance,Nordjyllands , Storkredskandidat, 60, Direktør , 9000 Aalborg, Mand , Ja 
Bo Ritterbusch,736,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Nordjyllands , Storkredskandidat, 46, Landmand , 9560 Hadsund, Mand , Ja 
Martin K. Madsen,510,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Nordjyllands , Storkredskandidat, Ukendt, Konsulent , 9220 Aalborg Øst, Mand , Nej 
Claus Hermansen,340,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Helt uenig,Helt enig,liberal alliance,Nordjyllands , Storkredskandidat, 40, Frikirkepræst , 9500 Hobro, Mand , Nej 
Ruth Tidemand Nielsen,215,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Helt enig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Helt uenig,Delvist enig,Delvist enig,kristendemokraterne,Nordjyllands , Frederikshavn, 56, Ufaglært , 9800 Hjørring, Kvinde , Ja 
Lene Meng Andersen,90,Helt enig,Helt enig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,kristendemokraterne,Nordjyllands , Hjørring, 66, Direktør , 9850 Hirtshals, Kvinde , Ja 
Nick Hansen,673,Helt enig,Delvist enig,Helt uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,kristendemokraterne,Nordjyllands ," Aalborg øst, Aalborg vest, Aalborg nord", Ukendt, cand.scient.adm. , 9000 Aalborg, Mand , Nej 
Inger Ottesen,370,Hverken enig eller uenig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt enig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt enig,Hverken enig eller uenig,kristendemokraterne,Nordjyllands , Udenfor kreds, 64, Lektor i Psykologi , 9480 Løkken, Kvinde , Ja 
Bent Bøgsted,6862,Delvist uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Delvist uenig,Helt enig,Hverken enig eller uenig,Helt enig,Helt enig,Helt enig,Delvist uenig,Hverken enig eller uenig,dansk folkeparti,Nordjyllands , Frederikshavn, 59, Maskinarbejder , 9352 Dybvad, Mand , Ja 
Lise Bech,4181,Hverken enig eller uenig,Delvist uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt enig,dansk folkeparti,Nordjyllands , Thisted, Ukendt, Bogholder , 9530 Støvring, Kvinde , Nej 
Tommy Degn,2231,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Delvist enig,dansk folkeparti,Nordjyllands , Himmerland, Ukendt, Overpostbud , 9610 Nørager, Mand , Nej 
Erik Høgh-Sørensen,1370,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Helt enig,Delvist enig,Delvist enig,Helt enig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,dansk folkeparti,Nordjyllands , Brønderslev, Ukendt, Journalist , 8592 Anholt, Mand , Nej 
